2.5403,1.1214,1.1883,0.84303,0.14524,1.2996,1.2045,0.94245,0.0021863,1.367,0.12062,-0.10781,1.4634,0.39609,-0.474,0.43711,1.019,0.035174,0.57346,1.2438,-0.13491,0.4865,-0.50108,0.093106,0.70186,0.96597,0.71031,0.54288,-0.41619,0.52412,-1.0664,1.0384,0.86006,-0.50045,0.31314,0.099761,0.71716,0.31715,1.0002,0.26611,0.026713,-1.1458,-1.0329,-1.2025,0.4328,0.36577,-0.90862,0.40336,1.6554,-1.8121,-1.6565,-2.2438,0.69537,-0.99825,-0.19752,1.1559,-0.27917,-0.71774,0.080583,-1.082,-1.9517,-1.3003,-1.433,-0.23211,-0.013651,-0.55234,-0.97662,-0.69418,-1.3329,-1.137,-1.6643,-1.6293,NaN
0.78572,-0.010124,0.29137,0.60882,-0.29116,-0.084032,0.18325,0.0092095,-0.63463,0.076742,-0.0951,-0.43158,1.5668,0.23282,-0.14894,0.074992,0.57293,0.29681,0.4553,0.96621,0.11035,1.4819,1.6451,0.89096,4.15,1.9647,1.4688,1.3125,0.88704,0.10734,-0.51227,0.25196,0.076962,-0.76936,-0.67574,0.070947,-2.2314,-0.080233,-0.56054,0.3475,-0.80257,-1.5111,-0.35222,0.052576,0.76576,1.0167,0.027744,-0.051596,0.59328,-0.53314,-0.63057,0.38184,0.13717,-0.40602,0.33501,1.0749,-0.10192,0.14229,-0.093023,-1.0589,-1.3521,-1.0835,-0.89348,-0.68774,-0.87847,-1.1189,-1.3673,-1.4181,-1.097,-1.8286,-1.6229,NaN,NaN
0.43055,-1.0579,-0.57852,-0.84754,-0.054505,-1.4495,0.12758,-0.63009,1.4619,-0.8997,0.65327,-0.78967,1.7642,0.68884,0.58717,0.24826,0.091006,0.73264,0.091481,-1.1008,1.9955,0.43934,0.28,2.112,-1.751,0.12919,-1.0238,-0.39867,1.2573,-0.97971,-0.24919,1.0499,-2.0132,-0.037162,-0.33651,-0.5933,-1.2295,-2.1179,0.77246,0.58933,0.58457,-0.76671,-0.43777,1.5376,-0.16675,-1.4603,-0.070862,0.53558,-2.1591,2.0693,1.0149,-0.26325,-0.98587,2.3412,0.44209,-0.48877,0.26112,0.93175,-0.86865,1.0788,0.56812,0.10591,-0.12347,0.062074,-0.37888,0.095284,0.22911,-0.5482,-0.65277,0.37613,-0.22613,NaN,NaN
0.79211,-2.0012,-0.44366,-0.026215,-0.068873,-2.1675,0.42066,-0.45094,1.2837,-1.0061,0.41814,-0.21377,1.0637,0.86367,0.83152,0.39069,0.54291,0.41567,-0.2926,-0.56957,1.8739,0.46866,0.67447,2.2742,-1.1188,-0.88973,-0.68118,-0.55598,1.119,-0.74941,0.055651,-0.49881,-0.64638,-0.34261,-1.0702,0.59119,-1.5554,-0.79622,-0.93866,0.41346,0.035323,-0.48204,-0.1542,1.1769,-0.0069232,-1.3736,0.44765,-0.20201,-1.2662,1.803,1.9451,-0.55202,-1.0195,2.7127,0.63286,-0.81093,0.64864,0.96196,-1.114,2.0338,0.38186,-0.044339,0.0093461,0.053772,-0.43579,-0.052331,-0.040194,-1.6836,-0.37225,0.31717,-0.95965,NaN,NaN
-2.5211,0.66906,0.22473,0.38981,-4.1199,2.7402,0.2085,-0.060559,-0.13159,-0.53729,-0.65495,-0.61029,0.49317,2.3713,-3.1729,-0.52863,1.3905,-0.76506,-1.292,1.3327,0.58278,-1.0374,0.62551,0.673,1.3584,0.3003,-0.24276,-0.029361,0.40303,-0.2031,0.046686,-0.1486,-0.04566,-0.43839,0.62634,-0.013524,-0.54284,-0.12395,0.26332,-0.39618,-0.35353,0.37067,-0.5457,0.48756,0.34086,-0.4803,-0.47083,0.33076,0.28046,-0.11034,-0.21207,0.95683,-0.83751,0.31002,-0.080873,-0.39973,0.63318,0.67764,-0.83101,0.47553,0.74027,-0.037211,0.4487,-0.19981,0.8091,-0.73644,0.93721,0.2352,-0.3334,-0.50049,1.0119,NaN,NaN
-4.1277,0.88597,0.12782,0.14411,-1.4667,1.0544,-0.19372,0.83391,0.20151,-0.94911,0.1169,0.31775,-0.62495,0.29099,1.0637,-1.3234,1.0342,0.34275,-1.2029,1.1192,0.12007,-0.87602,0.97561,0.15831,-0.87993,-0.27183,0.36895,-0.87067,1.2816,1.3914,-2.8919,1.4882,-0.17256,-0.59823,1.2859,-0.90538,1.0003,0.072281,-0.5597,0.23026,0.43962,-0.87037,0.52203,0.16279,0.59995,-0.3497,-0.9656,0.29892,-0.12048,0.39247,-1.0014,2.0973,-1.3278,0.79078,0.78972,-0.97849,0.65597,0.48877,-1.0351,0.58685,-0.15937,0.22623,0.016091,-0.16997,-0.46994,0.56411,1.2604,-1.2696,0.81254,-0.14883,0.21233,-0.041665,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7274,0.82098,-1.3055,0.86773,-1.1338,0.76394,-0.96838,0.97266,-2.42,1.4065,0.74584,-0.75354,-0.77818,-0.03645,-0.28683,-0.15168,0.5902,-1.4963,1.4986,-0.0022482,-0.040461,-0.059854,-0.98432,1.3171,1.1151,-0.20523,1.7542,-2.5075,1.9877,-0.027287,0.87592,0.27319,-0.12895,-0.12939,-0.90395,0.92729,0.58332,-0.36266,0.4038,-0.098192,-0.94979,-0.52995,-0.31299,0.52656,-0.12952,NaN,NaN,NaN
-1.4483,1.5936,-0.33741,0.15346,0.81401,0.33397,1.0476,-1.7788,1.1993,0.63131,0.25704,0.33941,-0.43691,0.040193,0.33994,-0.12291,0.51747,0.15491,-0.6789,0.44989,-0.97512,0.79289,0.80555,1.9636,0.9308,-1.5187,-0.65515,1.4218,-1.2878,0.15573,-2.6261,0.42573,0.5724,-0.29749,0.5891,2.5383,-1.3825,0.29073,-1.2561,-0.4868,0.31886,-0.0043255,-0.22773,-0.5626,-0.632,2.3812,-0.1674,-0.45545,0.031132,0.88197,0.026768,1.497,0.23897,-0.62919,1.4548,0.2834,0.022176,-0.2445,-0.80193,-0.00061143,-0.46398,0.63945,-0.72938,0.1928,-0.77597,-0.60416,-0.088754,-2.5387,-0.59938,-1.5122,NaN,NaN,NaN
NaN,2.0557,2.5661,2.3245,2.0586,1.691,1.809,1.0187,1.2568,2.3178,0.92904,1.0102,0.65546,0.67099,0.24822,0.19694,-0.27397,-0.26333,-1.6816,-0.61592,-0.75814,1.2707,-1.0222,-0.8162,-0.94744,-0.5879,-0.68028,-0.7506,-0.08872,-0.26315,-0.2599,0.20769,0.43399,-0.30591,0.56121,0.026733,0.55787,1.4975,0.31125,-0.2687,-0.42574,-0.058715,-0.54831,-0.22022,0.16029,0.10916,-0.14827,-0.40277,1.1642,-0.57396,-1.1834,-0.085485,0.07534,-0.15797,-1.4074,-0.55272,-0.33707,0.21652,-0.88503,-0.75541,-1.3935,-0.98313,-1.0727,0.11768,-1.0971,-1.0981,-1.2911,-0.88583,-0.86704,-0.61653,-0.88774,NaN,NaN
NaN,-1.6806,-1.9187,-2.0534,-1.9305,-1.4955,-1.6651,-1.4485,-1.8565,-1.8723,-1.7058,-0.91634,-1.0587,-0.14773,0.70829,0.2364,0.32898,0.26635,0.50799,0.8962,0.56117,0.58211,0.88995,0.70112,2.5896,1.0024,0.19446,-0.55269,0.18283,-0.095519,-0.093984,-0.26279,0.28744,-0.091856,-0.072683,-0.36063,-2.418,-0.385,-0.60134,0.73948,0.12701,-0.13216,-0.066799,-0.12734,-0.1769,0.075645,-0.14889,0.041761,-0.9273,0.14432,1.0281,0.89562,0.26041,0.55683,0.38106,0.36237,0.80405,0.88617,0.8237,0.50081,1.2795,0.64164,1.0631,0.84831,0.90874,0.97457,1.0718,0.82338,1.0898,NaN,NaN,NaN,NaN
