3.329,3.451,4.0367,3.6438,2.3549,2.5047,3.7048,1.5647,1.6528,0.17954,2.8561,1.0537,0.50559,-0.83852,-1.0999,-1.6712,-1.4032,-1.1015,-1.4151,-1.4808,-0.67989,-3.0644,-0.91644,-2.4878,-2.4582,-0.83386,0.1241,-0.097836,0.75933,-0.70578,0.95505,0.30806,1.2948,2.5059,0.56938,1.5474,1.2944,3.9423,2.8907,1.3052,-0.66351,-0.51781,0.19575,-0.099609,-1.6342,0.43166,1.0305,-0.15199,0.55133,1.4841,-2.9981,-3.2586,-1.5008,0.33095,-2.5614,-1.6936,-0.2563,-1.372,-1.2732,-0.31261,-2.1409,-1.9317,-1.3306,-1.4115,-0.12252,-0.32183,-0.80521,-1.2811,0.29972,-0.25447,0.2113,-0.60223,0.4303,0.88437
2.2919,3.329,3.451,4.0367,3.6438,2.3549,2.5047,3.7048,1.5647,1.6528,0.17954,2.8561,1.0537,0.50559,-0.83852,-1.0999,-1.6712,-1.4032,-1.1015,-1.4151,-1.4808,-0.67989,-3.0644,-0.91644,-2.4878,-2.4582,-0.83386,0.1241,-0.097836,0.75933,-0.70578,0.95505,0.30806,1.2948,2.5059,0.56938,1.5474,1.2944,3.9423,2.8907,1.3052,-0.66351,-0.51781,0.19575,-0.099609,-1.6342,0.43166,1.0305,-0.15199,0.55133,1.4841,-2.9981,-3.2586,-1.5008,0.33095,-2.5614,-1.6936,-0.2563,-1.372,-1.2732,-0.31261,-2.1409,-1.9317,-1.3306,-1.4115,-0.12252,-0.32183,-0.80521,-1.2811,0.29972,-0.25447,0.2113,-0.60223,0.4303
1.127,2.2919,3.329,3.451,4.0367,3.6438,2.3549,2.5047,3.7048,1.5647,1.6528,0.17954,2.8561,1.0537,0.50559,-0.83852,-1.0999,-1.6712,-1.4032,-1.1015,-1.4151,-1.4808,-0.67989,-3.0644,-0.91644,-2.4878,-2.4582,-0.83386,0.1241,-0.097836,0.75933,-0.70578,0.95505,0.30806,1.2948,2.5059,0.56938,1.5474,1.2944,3.9423,2.8907,1.3052,-0.66351,-0.51781,0.19575,-0.099609,-1.6342,0.43166,1.0305,-0.15199,0.55133,1.4841,-2.9981,-3.2586,-1.5008,0.33095,-2.5614,-1.6936,-0.2563,-1.372,-1.2732,-0.31261,-2.1409,-1.9317,-1.3306,-1.4115,-0.12252,-0.32183,-0.80521,-1.2811,0.29972,-0.25447,0.2113,-0.60223
0.55419,1.127,2.2919,3.329,3.451,4.0367,3.6438,2.3549,2.5047,3.7048,1.5647,1.6528,0.17954,2.8561,1.0537,0.50559,-0.83852,-1.0999,-1.6712,-1.4032,-1.1015,-1.4151,-1.4808,-0.67989,-3.0644,-0.91644,-2.4878,-2.4582,-0.83386,0.1241,-0.097836,0.75933,-0.70578,0.95505,0.30806,1.2948,2.5059,0.56938,1.5474,1.2944,3.9423,2.8907,1.3052,-0.66351,-0.51781,0.19575,-0.099609,-1.6342,0.43166,1.0305,-0.15199,0.55133,1.4841,-2.9981,-3.2586,-1.5008,0.33095,-2.5614,-1.6936,-0.2563,-1.372,-1.2732,-0.31261,-2.1409,-1.9317,-1.3306,-1.4115,-0.12252,-0.32183,-0.80521,-1.2811,0.29972,-0.25447,0.2113
0.27251,0.55419,1.127,2.2919,3.329,3.451,4.0367,3.6438,2.3549,2.5047,3.7048,1.5647,1.6528,0.17954,2.8561,1.0537,0.50559,-0.83852,-1.0999,-1.6712,-1.4032,-1.1015,-1.4151,-1.4808,-0.67989,-3.0644,-0.91644,-2.4878,-2.4582,-0.83386,0.1241,-0.097836,0.75933,-0.70578,0.95505,0.30806,1.2948,2.5059,0.56938,1.5474,1.2944,3.9423,2.8907,1.3052,-0.66351,-0.51781,0.19575,-0.099609,-1.6342,0.43166,1.0305,-0.15199,0.55133,1.4841,-2.9981,-3.2586,-1.5008,0.33095,-2.5614,-1.6936,-0.2563,-1.372,-1.2732,-0.31261,-2.1409,-1.9317,-1.3306,-1.4115,-0.12252,-0.32183,-0.80521,-1.2811,0.29972,-0.25447
-1.0527,-2.0248,-1.1311,-1.6295,-2.3441,-2.1971,-0.45977,-1.5475,-1.4332,-2.6907,-2.3618,-1.9768,-1.6286,-2.1907,-1.5913,-1.1803,-1.4822,-0.50786,-0.25719,0.71259,0.64884,-0.86356,-1.2534,0.082205,-0.023936,2.3373,1.6327,1.4566,0.75374,0.050342,1.0391,0.64356,0.38394,1.4247,0.94698,0.69111,0.36478,0.38363,0.44073,0.15461,0.35798,0.35717,0.31742,0.48715,-0.55811,-0.18233,0.13534,0.15792,0.34868,-0.99245,-1.0779,-0.098542,0.44845,-0.066946,-1.1751,-0.082587,0.47756,0.24961,0.052136,1.0898,-0.13248,0.93943,0.65311,0.78918,0.55285,1.5754,1.2931,1.3199,2.2865,2.2785,1.9845,1.0758,1.0534,0.60125
-0.56079,-1.0527,-2.0248,-1.1311,-1.6295,-2.3441,-2.1971,-0.45977,-1.5475,-1.4332,-2.6907,-2.3618,-1.9768,-1.6286,-2.1907,-1.5913,-1.1803,-1.4822,-0.50786,-0.25719,0.71259,0.64884,-0.86356,-1.2534,0.082205,-0.023936,2.3373,1.6327,1.4566,0.75374,0.050342,1.0391,0.64356,0.38394,1.4247,0.94698,0.69111,0.36478,0.38363,0.44073,0.15461,0.35798,0.35717,0.31742,0.48715,-0.55811,-0.18233,0.13534,0.15792,0.34868,-0.99245,-1.0779,-0.098542,0.44845,-0.066946,-1.1751,-0.082587,0.47756,0.24961,0.052136,1.0898,-0.13248,0.93943,0.65311,0.78918,0.55285,1.5754,1.2931,1.3199,2.2865,2.2785,1.9845,1.0758,1.0534
-0.32007,-0.56079,-1.0527,-2.0248,-1.1311,-1.6295,-2.3441,-2.1971,-0.45977,-1.5475,-1.4332,-2.6907,-2.3618,-1.9768,-1.6286,-2.1907,-1.5913,-1.1803,-1.4822,-0.50786,-0.25719,0.71259,0.64884,-0.86356,-1.2534,0.082205,-0.023936,2.3373,1.6327,1.4566,0.75374,0.050342,1.0391,0.64356,0.38394,1.4247,0.94698,0.69111,0.36478,0.38363,0.44073,0.15461,0.35798,0.35717,0.31742,0.48715,-0.55811,-0.18233,0.13534,0.15792,0.34868,-0.99245,-1.0779,-0.098542,0.44845,-0.066946,-1.1751,-0.082587,0.47756,0.24961,0.052136,1.0898,-0.13248,0.93943,0.65311,0.78918,0.55285,1.5754,1.2931,1.3199,2.2865,2.2785,1.9845,1.0758
-0.18268,-0.32007,-0.56079,-1.0527,-2.0248,-1.1311,-1.6295,-2.3441,-2.1971,-0.45977,-1.5475,-1.4332,-2.6907,-2.3618,-1.9768,-1.6286,-2.1907,-1.5913,-1.1803,-1.4822,-0.50786,-0.25719,0.71259,0.64884,-0.86356,-1.2534,0.082205,-0.023936,2.3373,1.6327,1.4566,0.75374,0.050342,1.0391,0.64356,0.38394,1.4247,0.94698,0.69111,0.36478,0.38363,0.44073,0.15461,0.35798,0.35717,0.31742,0.48715,-0.55811,-0.18233,0.13534,0.15792,0.34868,-0.99245,-1.0779,-0.098542,0.44845,-0.066946,-1.1751,-0.082587,0.47756,0.24961,0.052136,1.0898,-0.13248,0.93943,0.65311,0.78918,0.55285,1.5754,1.2931,1.3199,2.2865,2.2785,1.9845
-0.10426,-0.18268,-0.32007,-0.56079,-1.0527,-2.0248,-1.1311,-1.6295,-2.3441,-2.1971,-0.45977,-1.5475,-1.4332,-2.6907,-2.3618,-1.9768,-1.6286,-2.1907,-1.5913,-1.1803,-1.4822,-0.50786,-0.25719,0.71259,0.64884,-0.86356,-1.2534,0.082205,-0.023936,2.3373,1.6327,1.4566,0.75374,0.050342,1.0391,0.64356,0.38394,1.4247,0.94698,0.69111,0.36478,0.38363,0.44073,0.15461,0.35798,0.35717,0.31742,0.48715,-0.55811,-0.18233,0.13534,0.15792,0.34868,-0.99245,-1.0779,-0.098542,0.44845,-0.066946,-1.1751,-0.082587,0.47756,0.24961,0.052136,1.0898,-0.13248,0.93943,0.65311,0.78918,0.55285,1.5754,1.2931,1.3199,2.2865,2.2785
-0.86225,-1.3134,-0.14867,-0.54975,-0.95591,0.044751,-0.45349,-1.1163,-0.552,0.16159,-0.51906,-0.13585,-0.0015633,-2.5772,-1.4028,-0.54551,-1.5416,-2.4472,-1.5327,-2.2798,-2.0499,-1.023,-1.7846,-1.9536,-1.4571,-4.1804,-1.9951,-1.3809,-0.71501,-0.15848,0.11745,1.2033,-0.10041,0.30322,1.0575,0.58938,0.17683,1.6378,0.301,-0.28563,-0.87611,0.46008,1.8471,0.84408,0.60069,-0.53304,-0.7294,0.44476,0.28446,-1.28,0.56124,0.84337,0.74821,-0.24293,1.0773,0.081253,-1.3604,0.076132,0.28368,0.58768,1.947,2.9425,1.8515,1.8359,0.90338,0.85191,1.5618,2.232,1.9896,2.0614,2.7589,2.8834,3.1626,1.138
-0.56606,-0.86225,-1.3134,-0.14867,-0.54975,-0.95591,0.044751,-0.45349,-1.1163,-0.552,0.16159,-0.51906,-0.13585,-0.0015633,-2.5772,-1.4028,-0.54551,-1.5416,-2.4472,-1.5327,-2.2798,-2.0499,-1.023,-1.7846,-1.9536,-1.4571,-4.1804,-1.9951,-1.3809,-0.71501,-0.15848,0.11745,1.2033,-0.10041,0.30322,1.0575,0.58938,0.17683,1.6378,0.301,-0.28563,-0.87611,0.46008,1.8471,0.84408,0.60069,-0.53304,-0.7294,0.44476,0.28446,-1.28,0.56124,0.84337,0.74821,-0.24293,1.0773,0.081253,-1.3604,0.076132,0.28368,0.58768,1.947,2.9425,1.8515,1.8359,0.90338,0.85191,1.5618,2.232,1.9896,2.0614,2.7589,2.8834,3.1626
-0.37161,-0.56606,-0.86225,-1.3134,-0.14867,-0.54975,-0.95591,0.044751,-0.45349,-1.1163,-0.552,0.16159,-0.51906,-0.13585,-0.0015633,-2.5772,-1.4028,-0.54551,-1.5416,-2.4472,-1.5327,-2.2798,-2.0499,-1.023,-1.7846,-1.9536,-1.4571,-4.1804,-1.9951,-1.3809,-0.71501,-0.15848,0.11745,1.2033,-0.10041,0.30322,1.0575,0.58938,0.17683,1.6378,0.301,-0.28563,-0.87611,0.46008,1.8471,0.84408,0.60069,-0.53304,-0.7294,0.44476,0.28446,-1.28,0.56124,0.84337,0.74821,-0.24293,1.0773,0.081253,-1.3604,0.076132,0.28368,0.58768,1.947,2.9425,1.8515,1.8359,0.90338,0.85191,1.5618,2.232,1.9896,2.0614,2.7589,2.8834
-0.24396,-0.37161,-0.56606,-0.86225,-1.3134,-0.14867,-0.54975,-0.95591,0.044751,-0.45349,-1.1163,-0.552,0.16159,-0.51906,-0.13585,-0.0015633,-2.5772,-1.4028,-0.54551,-1.5416,-2.4472,-1.5327,-2.2798,-2.0499,-1.023,-1.7846,-1.9536,-1.4571,-4.1804,-1.9951,-1.3809,-0.71501,-0.15848,0.11745,1.2033,-0.10041,0.30322,1.0575,0.58938,0.17683,1.6378,0.301,-0.28563,-0.87611,0.46008,1.8471,0.84408,0.60069,-0.53304,-0.7294,0.44476,0.28446,-1.28,0.56124,0.84337,0.74821,-0.24293,1.0773,0.081253,-1.3604,0.076132,0.28368,0.58768,1.947,2.9425,1.8515,1.8359,0.90338,0.85191,1.5618,2.232,1.9896,2.0614,2.7589
